# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Wed, 05-Aug-2020 16:22:51
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000086411	srsf10b	34.0	118.0	144.0	137.0	164.0	258.0	333.0	296.0	196.0	224.0	175.0	141.0	105.0	107.0	80.0	44.0	35.0	38.0
ENSDARG00000086416	med11	12.0	19.0	44.0	28.0	25.0	22.0	28.0	42.0	48.0	48.0	35.0	34.0	35.0	35.0	39.0	29.0	20.0	18.0
ENSDARG00000086418	si:ch211-236p5.3						0.5	1.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	2.0	2.0	4.0
ENSDARG00000086420	CABZ01046949.1					0.3			0.6	0.6	0.5	0.5	1.0	1.0	1.0	0.8	0.7	0.7	0.7
ENSDARG00000086421	si:ch211-212k18.8	6.0	1.0	0.5	0.4	1.0	0.9			6.0	9.0	10.0	15.0	14.0	10.0	11.0	11.0	12.0	11.0
ENSDARG00000086425	prpf3	24.0	39.0	124.0	130.0	122.0	101.0	97.0	78.0	49.0	40.0	35.0	30.0	26.0	28.0	17.0	16.0	14.0	12.0
ENSDARG00000086445	adgrf7					2.0	3.0	2.0	1.0								0.3	1.0	2.0
ENSDARG00000086449	znf1055			0.9	0.9	7.0	15.0	12.0	12.0	5.0	3.0	2.0	2.0	2.0		0.8	0.4		
ENSDARG00000086450	tdg.2	2.0	7.0	9.0	8.0	3.0	7.0	13.0	19.0	20.0	20.0	15.0	15.0	17.0	24.0	18.0	12.0	9.0	9.0
ENSDARG00000086452	dthd1	0.3	0.5	1.0	1.0	0.7	0.5			0.5	0.5	1.0	2.0	2.0	0.7	2.0	1.0	0.6	1.0
ENSDARG00000086453	cx52.9			0.9		2.0	6.0	5.0	2.0	2.0	2.0	0.8	0.8	0.4	1.0	0.8	2.0	1.0	2.0
ENSDARG00000086455	ENSDARG00000086455	34.0	39.0	68.0	67.0	44.0	37.0	23.0	18.0	16.0	13.0	15.0	24.0	24.0	20.0	19.0	33.0	47.0	46.0
ENSDARG00000086457	tnfaip8l1	42.0	59.0	89.0	76.0	17.0	2.0	1.0	0.5	4.0	4.0	5.0	6.0	5.0	6.0	5.0	7.0	6.0	5.0
ENSDARG00000086458	hdac10	53.0	39.0	46.0	45.0	36.0	28.0	27.0	11.0	11.0	10.0	14.0	16.0	12.0	10.0	9.0	9.0	8.0	7.0
ENSDARG00000086459	si:ch211-165g14.1	95.0	109.0	140.0	130.0	51.0	17.0	18.0	17.0	10.0	9.0	9.0	8.0	7.0	8.0	5.0	3.0	4.0	3.0
ENSDARG00000086463	klhl13	6.0	4.0	6.0	6.0	3.0	1.0	0.8	1.0	0.6	0.6	0.5	0.6	0.9	0.3	0.5	0.3	0.8	0.6
ENSDARG00000086471	pkig	11.0	17.0	54.0	61.0	14.0	1.0	0.9	0.7	5.0	9.0	14.0	12.0	10.0	12.0	12.0	14.0	14.0	14.0
ENSDARG00000086481	mogat3a	12.0	43.0	77.0	74.0	83.0	83.0	76.0	93.0	49.0	38.0	41.0	45.0	25.0	16.0	10.0	17.0	31.0	36.0
ENSDARG00000086483	si:ch211-132p1.4													0.8	2.0				
ENSDARG00000086484	fbxw10	5.0	7.0	22.0	17.0	9.0	3.0	0.9	0.5	1.0	0.2	0.3	0.3						
ENSDARG00000086489	CU179643.1	0.7	1.0	5.0	4.0	2.0	0.5	0.2		0.4	0.2	0.2	0.1			0.2	0.3	0.3	
ENSDARG00000086490	si:dkey-92f12.2	4.0	3.0	17.0	7.0	5.0	14.0	17.0	4.0	0.4	2.0	3.0	4.0	5.0	6.0	7.0	9.0	9.0	7.0
ENSDARG00000086493	mtnr1bb																	0.6	1.0
ENSDARG00000086494	znf970	2.0	12.0	35.0	42.0	12.0	7.0	6.0	7.0	7.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0
ENSDARG00000086495	BX546500.1					0.2	0.1	0.4	0.6	0.3	0.3	0.3	0.7	0.5	0.5	0.7	1.0	2.0	2.0
ENSDARG00000086505	mast3b	7.0	11.0	22.0	32.0	14.0	4.0	3.0	4.0	7.0	5.0	5.0	3.0	3.0	5.0	3.0	3.0	5.0	5.0
ENSDARG00000086512	prodhb			0.4	0.4	0.3		0.6		0.6	0.3	0.4	0.2	1.0	1.0	2.0	2.0	4.0	6.0
ENSDARG00000086518	si:ch211-155o21.3	0.4	2.0						0.5	1.0	0.8	1.0	0.5						
ENSDARG00000086522	zp2.5	25.0	20.0	28.0	31.0	30.0	26.0	19.0	15.0	5.0	4.0	2.0	0.8						
ENSDARG00000086523	ch25hl3	9.0	10.0	22.0	25.0	16.0	6.0	2.0	2.0	10.0	11.0	15.0	12.0	12.0	12.0	8.0	16.0	15.0	13.0
ENSDARG00000086529	si:dkey-90l23.2	28.0	18.0	79.0	61.0	51.0	23.0	13.0	11.0	2.0	0.9								
ENSDARG00000086535	ENSDARG00000086535													1.0	1.0	1.0	2.0	4.0	2.0
ENSDARG00000086539	CABZ01115881.1								0.8	5.0	4.0	6.0	7.0	9.0	5.0	9.0	6.0	8.0	6.0
ENSDARG00000086550	dbf4b	27.0	33.0	62.0	64.0	30.0	18.0	18.0	19.0	20.0	16.0	15.0	10.0	8.0	9.0	5.0	2.0	2.0	2.0
ENSDARG00000086551	irs4a	6.0	11.0	26.0	20.0	5.0	1.0	1.0	3.0	3.0	3.0	3.0	4.0	4.0	6.0	6.0	7.0	10.0	11.0
ENSDARG00000086552	hist1h2a11			2.0	2.0	2.0	9.0	6.0	4.0	4.0	2.0								
ENSDARG00000086553	nlrc3l1	0.7	1.0	11.0	19.0	4.0	9.0	14.0	19.0	14.0	10.0	14.0	14.0	13.0	8.0	8.0	10.0	13.0	13.0
ENSDARG00000086555	ENSDARG00000086555				2.0			2.0	3.0										
ENSDARG00000086569	zgc:172051					1.0	5.0	8.0	12.0	10.0	7.0	8.0	4.0	4.0	3.0	3.0	5.0	12.0	15.0
ENSDARG00000086571	kcna7													2.0	4.0	5.0	13.0	14.0	13.0
ENSDARG00000086573	omga																	1.0	
ENSDARG00000086576	si:cabz01069012.2					0.2	0.5	0.9	0.8	0.9	0.5	0.6	0.4	0.4	0.5	0.8	0.7	0.9	1.0
ENSDARG00000086579	ENSDARG00000086579	42.0	69.0	48.0	59.0	35.0	8.0	1.0	3.0	5.0	5.0	6.0	7.0	7.0	5.0	6.0	5.0	5.0	5.0
ENSDARG00000086584	CABZ01077217.2								0.9	0.9									
ENSDARG00000086585	nrg2b						0.2	0.2	0.2	1.0	0.4	1.0	2.0	2.0	4.0	6.0	11.0	10.0	11.0
ENSDARG00000086586	ENSDARG00000086586		1.0	5.0	9.0	1.0		0.5	0.6				0.6				0.7	1.0	2.0
ENSDARG00000086589	ENSDARG00000086589						1.0	1.0	1.0	2.0									
ENSDARG00000086591	si:ch211-113a14.11					2.0	2.0	3.0	2.0	3.0	2.0		0.9						
ENSDARG00000086603	zgc:136963																2.0	1.0	
ENSDARG00000086604	ENSDARG00000086604				2.0	2.0	5.0	2.0	5.0	2.0	4.0	2.0			4.0				
ENSDARG00000086613	si:dkey-266f7.10																		0.5
ENSDARG00000086614	ENSDARG00000086614					6.0	3.0	2.0											
ENSDARG00000086615	CR846087.1						0.2	0.2	0.2	0.4		0.2	0.1	0.1					0.2
ENSDARG00000086616	cabz01093075.1					0.2	0.4	0.5	0.8	0.8	1.0	0.6	0.6	0.5	0.9	0.7	1.0	2.0	1.0
ENSDARG00000086618	psma3	27.0	75.0	98.0	136.0	121.0	184.0	219.0	232.0	318.0	322.0	293.0	228.0	218.0	290.0	184.0	147.0	108.0	77.0
ENSDARG00000086620	gckr																	1.0	2.0
ENSDARG00000086626	im:7147486	27.0	43.0	208.0	214.0	120.0	40.0	46.0	47.0	30.0	20.0	21.0	21.0	18.0	22.0	20.0	14.0	15.0	15.0
ENSDARG00000086628	stk19		0.7	2.0	2.0	0.8	0.7	1.0	1.0	1.0	0.7	2.0	0.6	1.0	1.0	0.7	0.8	0.8	0.8
ENSDARG00000086631	rnh1		2.0	6.0	5.0	3.0	3.0	4.0	4.0	0.5	0.6	0.5	0.9	1.0	0.6	0.7	0.3	0.5	
ENSDARG00000086645	hs3st3b1b					0.4	1.0	3.0	6.0	47.0	43.0	39.0	26.0	23.0	27.0	24.0	19.0	16.0	15.0
ENSDARG00000086647	chrng		0.1	0.2		0.8	2.0	2.0	2.0	4.0	11.0	20.0	28.0	8.0	5.0	3.0	4.0	4.0	5.0
ENSDARG00000086650	ttc41		0.2		0.1								0.2	0.1			0.3	0.2	
ENSDARG00000086654	cbln11												2.0	2.0	2.0	4.0	9.0	14.0	5.0
ENSDARG00000086655	mkrn2os.1						1.0	3.0	2.0	1.0	2.0	1.0	2.0		2.0	2.0	2.0	2.0	3.0
ENSDARG00000086658	crygm2d21							0.8	0.8					12.0	64.0	339.0	558.0	460.0	560.0
ENSDARG00000086661	si:ch211-125m10.6												0.9	0.6	0.7	0.6	2.0	2.0	1.0
ENSDARG00000086665	si:dkey-175g6.2	0.7	0.8	2.0	3.0	2.0	0.7			0.2	0.9	2.0	4.0	5.0	8.0	10.0	15.0	17.0	18.0
ENSDARG00000086668	ENSDARG00000086668				0.3	8.0	14.0	13.0	12.0	6.0	5.0	5.0	4.0	2.0	1.0	1.0	0.8	0.5	0.5
ENSDARG00000086669	edn3b																	0.8	0.8
ENSDARG00000086670	ice2	24.0	21.0	78.0	68.0	12.0	2.0	3.0	6.0	9.0	10.0	8.0	7.0	6.0	6.0	5.0	6.0	6.0	6.0
ENSDARG00000086678	ascc3	3.0	5.0	14.0	11.0	8.0	5.0	3.0	1.0	3.0	3.0	5.0	7.0	6.0	6.0	4.0	6.0	8.0	8.0
ENSDARG00000086679	si:ch211-197l9.5	1.0	3.0	5.0	9.0	4.0	2.0					0.7							
ENSDARG00000086685	trim63b	0.5	0.6	0.6		2.0	2.0	3.0	2.0	2.0	2.0	14.0	26.0	25.0	21.0	26.0	50.0	48.0	70.0
ENSDARG00000086691	dnajc12	2.0	2.0	1.0	1.0					3.0	4.0	3.0	2.0	4.0	3.0	4.0	7.0	9.0	9.0
ENSDARG00000086699	smim15	290.0	255.0	154.0	188.0	199.0	182.0	133.0	85.0	108.0	137.0	127.0	127.0	120.0	120.0	95.0	70.0	62.0	45.0
ENSDARG00000086703	si:dkey-126g1.7						0.7	2.0	3.0	2.0	3.0	1.0	1.0	0.2	0.2	0.2	0.3	0.3	0.3
ENSDARG00000086705	prob1							0.1			0.2	0.8	1.0	0.7	1.0	1.0	2.0	2.0	2.0
ENSDARG00000086706	BMERB1		2.0	5.0	7.0	5.0	6.0	4.0	4.0	6.0	7.0	8.0	6.0	11.0	16.0	27.0	41.0	29.0	31.0
ENSDARG00000086708	CR847543.1			0.3	0.3						0.2	0.5	1.0	0.6	0.3	0.2	0.5	1.0	0.3
ENSDARG00000086709	ENSDARG00000086709		2.0	8.0	5.0	7.0	8.0	6.0	11.0	5.0	4.0	4.0	2.0						
ENSDARG00000086712	si:dkeyp-97b10.3	2.0	3.0	57.0	79.0	63.0	23.0	19.0	19.0	17.0	16.0	12.0	11.0	9.0	10.0	8.0	6.0	7.0	8.0
ENSDARG00000086716	ENSDARG00000086716			4.0	4.0	3.0	1.0			1.0							2.0	3.0	2.0
ENSDARG00000086720	znf1023				3.0	0.8	3.0	4.0	4.0	0.8			0.8	1.0					0.9
ENSDARG00000086724	im:7151449	0.5	0.9									2.0	3.0	5.0	8.0	12.0	14.0	10.0	6.0
ENSDARG00000086733	CT027620.1					12.0	15.0	12.0	13.0										
ENSDARG00000086735	SAMD4B	2.0	6.0	24.0	22.0	14.0	8.0	10.0	10.0	13.0	11.0	12.0	10.0	10.0	14.0	10.0	19.0	33.0	45.0
ENSDARG00000086737	tmem68	11.0	17.0	34.0	43.0	12.0	1.0	1.0	3.0	3.0	1.0	4.0	1.0	4.0	3.0	5.0	7.0	8.0	6.0
ENSDARG00000086739	si:ch1073-513e17.1		1.0	3.0	2.0	3.0	2.0	3.0	2.0	0.4	1.0	0.8	0.9	0.6	1.0	1.0	2.0	4.0	3.0
ENSDARG00000086740	phyh				0.1	0.2	0.9	2.0	3.0	10.0	7.0	5.0	4.0	4.0	8.0	11.0	29.0	64.0	76.0
ENSDARG00000086744	znf1152		1.0	5.0	6.0	8.0	13.0	11.0	10.0	8.0	7.0	7.0	7.0	5.0	5.0	4.0	3.0	5.0	4.0
ENSDARG00000086746	prodha	0.1	0.3	0.5	1.0	2.0	5.0	4.0	8.0	13.0	9.0	10.0	12.0	13.0	13.0	9.0	10.0	13.0	26.0
ENSDARG00000086751	ENSDARG00000086751			2.0	4.0	5.0		5.0	5.0	4.0	2.0	2.0							
ENSDARG00000086752	LO018205.1						1.0	2.0	1.0										
ENSDARG00000086753	C5H9orf16	9.0	5.0	2.0	1.0	2.0	6.0	10.0	13.0	11.0	10.0	9.0	12.0	13.0	15.0	21.0	32.0	24.0	21.0
ENSDARG00000086756	RGS9BP	2.0	3.0	9.0	12.0	3.0									1.0	3.0	40.0	63.0	64.0
ENSDARG00000086762	gsdmea														0.3	1.0	3.0	3.0	2.0
ENSDARG00000086764	mdc1	55.0	55.0	50.0	46.0	37.0	27.0	22.0	16.0	26.0	26.0	23.0	22.0	16.0	16.0	8.0	7.0	9.0	9.0
ENSDARG00000086774	ENSDARG00000086774					21.0	32.0	15.0	20.0	17.0	11.0	13.0			6.0				
ENSDARG00000086775	top1	0.9	0.4	0.2	0.3	0.6	0.7	0.6	0.5	1.0	1.0	0.9	0.8	0.5	0.9	1.0	1.0	3.0	3.0
ENSDARG00000086776	ENSDARG00000086776			1.0	2.0														
ENSDARG00000086778	pdgfba										0.6	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
ENSDARG00000086786	mfsd10	6.0	6.0	10.0	9.0	9.0	5.0	3.0	3.0	9.0	6.0	7.0	7.0	8.0	7.0	6.0	5.0	6.0	3.0
ENSDARG00000086789	bahd1	0.4	0.5	0.9	0.9	0.2	0.2	2.0	9.0	6.0	3.0	3.0	3.0	4.0	2.0	3.0	7.0	10.0	12.0
ENSDARG00000086790	gucy1b1			0.3	0.3					0.8	0.6	0.7	1.0	1.0	3.0	3.0	11.0	11.0	9.0
ENSDARG00000086805	itprid1			0.3	0.7				2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0	5.0	7.0
ENSDARG00000086808	ddhd1a	11.0	13.0	13.0	9.0	4.0	0.8	1.0	2.0	3.0	2.0	4.0	3.0	2.0	3.0	3.0	5.0	5.0	5.0
ENSDARG00000086815	MYADM					6.0	20.0	27.0	21.0	15.0	14.0	15.0	16.0	13.0	11.0	11.0	9.0	9.0	7.0
ENSDARG00000086819	scn1laa	2.0	3.0	13.0	13.0	8.0	0.8	0.1					0.1	0.3	0.3	0.4	0.6	0.7	0.9
ENSDARG00000086825	znf521														0.3	0.7	0.6	1.0	1.0
ENSDARG00000086826	sult6b1					215.0	497.0	696.0	606.0	62.0	29.0	45.0	45.0	41.0	31.0	36.0	55.0	171.0	196.0
ENSDARG00000086831	zmp:0000001228			0.4	0.6	0.9	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.7	1.0	0.8	1.0	1.0	2.0
ENSDARG00000086838	itga2.3		2.0	0.4	3.0	2.0	2.0	2.0	3.0	6.0	3.0	5.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0
ENSDARG00000086839	ENSDARG00000086839				2.0	331.0	576.0	487.0	300.0	30.0	7.0	1.0							
ENSDARG00000086840	si:ch211-266k8.4	296.0	270.0	159.0	151.0	54.0	7.0	4.0	6.0	10.0	7.0	6.0	5.0	4.0	3.0	3.0	2.0	2.0	1.0
ENSDARG00000086842	dap1b	5.0	8.0	65.0	55.0	87.0	94.0	90.0	60.0	33.0	57.0	36.0	53.0	87.0	58.0	61.0	87.0	110.0	157.0
ENSDARG00000086847	irgq1					6.0	4.0	2.0	1.0	0.8	0.7	0.4	0.7	0.5	0.3	0.7	1.0	1.0	2.0
ENSDARG00000086848	atad3	10.0	13.0	60.0	58.0	67.0	58.0	36.0	25.0	67.0	60.0	84.0	72.0	49.0	59.0	32.0	42.0	33.0	30.0
ENSDARG00000086849	si:dkey-187k19.2							0.4			1.0	0.5	0.6	1.0	0.6		0.4	1.0	1.0
ENSDARG00000086851	si:dkey-264d12.5							0.3	1.0	4.0	4.0	3.0	2.0	2.0	4.0	2.0	3.0	4.0	5.0
ENSDARG00000086853	dpyda.3	0.2	0.5	2.0	2.0	1.0	2.0	1.0			0.2	0.4	0.8	0.9	0.7	1.0	3.0	4.0	4.0
ENSDARG00000086856	stk35	11.0	12.0	17.0	19.0	12.0	3.0	4.0	5.0	5.0	3.0	3.0	3.0	4.0	4.0	5.0	22.0	24.0	24.0
ENSDARG00000086859	qdprb2	1.0	2.0	2.0	3.0	2.0	2.0	1.0	0.6	0.4	0.2		0.1			0.1	0.1		
ENSDARG00000086866	ENSDARG00000086866	8.0	8.0	12.0	13.0	6.0	22.0	22.0	46.0	20.0	7.0	8.0	12.0	15.0	11.0	10.0	14.0	15.0	9.0
ENSDARG00000086870	ENSDARG00000086870	13.0	18.0	30.0	31.0	11.0	6.0	4.0	4.0	7.0	4.0	6.0	8.0	8.0	5.0	8.0	9.0	15.0	8.0
ENSDARG00000086874	si:ch211-232i5.3						48.0	76.0	95.0	40.0	31.0	31.0	35.0	27.0	18.0	19.0	17.0	15.0	14.0
ENSDARG00000086877	mhc1zda	0.4	0.6	0.9	0.9	0.6				0.3	0.2	0.3	0.5	1.0	2.0	2.0	7.0	9.0	11.0
ENSDARG00000086879	lins1	1.0	3.0	9.0	8.0	4.0	3.0	3.0	3.0	4.0	2.0	2.0	2.0	1.0	0.5	2.0	1.0	2.0	1.0
ENSDARG00000086881	ier2b					45.0	54.0	20.0	12.0	17.0	14.0	15.0	9.0	10.0	9.0	24.0	69.0	52.0	94.0
ENSDARG00000086892	erfl1			0.1					0.3	0.5		0.2	0.8	3.0	8.0	7.0	5.0	4.0	6.0
ENSDARG00000086896	fubp3	135.0	144.0	252.0	234.0	224.0	234.0	246.0	195.0	140.0	99.0	117.0	112.0	76.0	74.0	54.0	66.0	61.0	53.0
ENSDARG00000086897	si:dkey-7i4.1				0.1	2.0	1.0	0.6	0.3	0.9	0.4	1.0	0.7	0.4	1.0	0.8	0.8	0.9	1.0
ENSDARG00000086902	ENSDARG00000086902																	3.0	2.0
ENSDARG00000086903	gig2o	103.0	39.0	66.0	116.0	20.0	3.0											3.0	2.0
ENSDARG00000086906	stambpb	19.0	16.0	32.0	38.0	23.0	7.0	8.0	10.0	8.0	7.0	7.0	6.0	6.0	7.0	7.0	7.0	8.0	9.0
ENSDARG00000086911	si:dkey-100n23.5	8.0	14.0	22.0	21.0	9.0	8.0	8.0	9.0	12.0	11.0	11.0	6.0	6.0	6.0	6.0	8.0	7.0	10.0
ENSDARG00000086912	ENSDARG00000086912													17.0	90.0	405.0	875.0	709.0	841.0
ENSDARG00000086917	crygm2d2													12.0	80.0	414.0	912.0	804.0	1079.0
ENSDARG00000086927	pik3c2b	13.0	26.0	63.0	52.0	23.0	5.0	3.0	9.0	16.0	12.0	19.0	20.0	24.0	23.0	15.0	13.0	13.0	12.0
ENSDARG00000086931	CABZ01029822.1				0.8									0.9	0.7	3.0	4.0	6.0	4.0
ENSDARG00000086933	tnni3k										0.3	0.8		0.5	1.0	0.7	1.0	1.0	1.0
ENSDARG00000086944	TCF24										2.0	2.0	5.0	10.0	12.0	10.0	10.0	7.0	4.0
ENSDARG00000086945	ENSDARG00000086945		0.4	2.0	0.8						0.3	3.0	7.0	6.0	7.0	6.0	7.0	7.0	6.0
ENSDARG00000086947	ENSDARG00000086947												2.0	3.0	2.0	4.0	4.0	22.0	14.0
ENSDARG00000086950	si:ch211-269k10.2		0.5	1.0	0.4	0.6	3.0	5.0	23.0	71.0	66.0	50.0	40.0	29.0	28.0	21.0	14.0	15.0	15.0
ENSDARG00000086956	si:dkey-241l7.3	6.0	5.0	2.0	5.0		1.0	1.0	1.0										
ENSDARG00000086957	si:dkeyp-118a3.2											6.0	12.0	11.0	6.0	4.0	4.0	5.0	5.0
ENSDARG00000086960	ENSDARG00000086960		2.0		1.0										0.7	2.0	5.0	6.0	4.0
ENSDARG00000086969	ENSDARG00000086969									0.4		0.9	0.9	3.0	3.0	4.0	7.0	7.0	6.0
ENSDARG00000086971	FP102309.1					0.6	0.7												
ENSDARG00000086977	atxn1l	4.0	12.0	32.0	34.0	17.0	6.0	3.0	2.0	0.7	0.5	1.0	0.4	0.2	1.0	0.3	0.7	1.0	0.6
ENSDARG00000086980	mbd6	3.0	11.0	13.0	13.0	7.0	5.0	4.0	7.0	6.0	5.0	6.0	6.0	8.0	9.0	8.0	5.0	9.0	10.0
ENSDARG00000086985	klc4	1.0	4.0	6.0	5.0	12.0	12.0	10.0	9.0	10.0	7.0	11.0	10.0	11.0	11.0	17.0	24.0	33.0	35.0
ENSDARG00000086990	carmil3	0.3	0.3	1.0	1.0	1.0	1.0	0.9	0.3		0.2	0.4	0.7	0.9	1.0	3.0	4.0	6.0	6.0
ENSDARG00000086996	si:ch73-234b20.5	0.8				1.0	7.0	7.0	22.0	18.0	11.0	11.0	15.0	12.0	11.0	15.0	25.0	29.0	25.0
ENSDARG00000086998	zgc:64002			1.0			0.6	2.0	3.0	3.0	3.0	6.0	12.0	9.0	5.0	5.0	3.0	3.0	3.0
ENSDARG00000087012	BX004816.2				0.1														
ENSDARG00000087013	cubn	0.1	0.1	0.1	0.1	0.7	1.0	1.0	0.7	1.0	0.9	1.0	1.0	2.0	2.0	2.0	3.0	9.0	9.0
ENSDARG00000087016	micall1b.2		0.6	0.4	0.8					0.4				0.5	0.8	1.0	1.0	0.5	0.7
ENSDARG00000087017	si:dkey-11k2.7						0.8	3.0	1.0				0.6				0.8	7.0	5.0
ENSDARG00000087018	FO704748.1		2.0	13.0	13.0	8.0	4.0	4.0	12.0	5.0	4.0	6.0	6.0	5.0	4.0	4.0	4.0	4.0	4.0
ENSDARG00000087020	si:ch73-334d15.2												0.7	0.9	2.0	3.0	2.0	2.0	3.0
ENSDARG00000087032	rbbp8l						2.0	4.0	6.0	9.0	7.0	5.0	4.0	5.0	4.0	3.0	3.0	4.0	5.0
ENSDARG00000087040	rhbdl1											0.5	0.4	0.6	1.0	1.0	3.0	3.0	4.0
ENSDARG00000087046	si:ch211-222k6.2	19.0	17.0	19.0	34.0	9.0		1.0	2.0	2.0	4.0	2.0	4.0	3.0	4.0	6.0	3.0	6.0	4.0
ENSDARG00000087048	si:dkey-165n16.1	26.0	24.0	39.0	49.0	40.0	22.0	8.0	1.0	3.0	4.0	6.0	10.0	9.0	8.0	12.0	17.0	20.0	13.0
ENSDARG00000087057	ftr36										0.5								0.6
ENSDARG00000087059	selenou1b									0.4	0.4		0.6	0.5	0.5	0.5	5.0	3.0	3.0
ENSDARG00000087061	si:ch211-71k14.1					3.0	9.0	8.0	10.0	13.0	9.0	4.0							
ENSDARG00000087070	znf977			0.2		1.0	2.0	1.0	2.0	0.9	1.0	1.0	0.7	0.7	2.0	0.6	0.6	0.7	1.0
ENSDARG00000087074	znf574	17.0	24.0	48.0	51.0	32.0	18.0	10.0	7.0	15.0	10.0	12.0	7.0	8.0	11.0	8.0	6.0	5.0	5.0
ENSDARG00000087084	hcar1-4											0.5		0.6		0.5	0.7	1.0	2.0
ENSDARG00000087087	col28a1b									0.4				0.1	0.4	0.7	0.6	2.0	2.0
ENSDARG00000087088	si:ch211-274p24.4			1.0	2.0	0.8											0.8	0.8	0.9
ENSDARG00000087092	ENSDARG00000087092			2.0	2.0		4.0	19.0	38.0	15.0	4.0	5.0	12.0	9.0	2.0	4.0	4.0	6.0	5.0
ENSDARG00000087093	si:ch211-157c3.4	4.0	6.0	12.0	17.0	15.0	62.0	85.0	137.0	148.0	160.0	169.0	146.0	113.0	65.0	51.0	52.0	67.0	59.0
ENSDARG00000087094	foxa	3.0	9.0	57.0	101.0	114.0	120.0	108.0	42.0	34.0	21.0	20.0	15.0	11.0	9.0	6.0	3.0	2.0	2.0
ENSDARG00000087096	ENSDARG00000087096															1.0	6.0	3.0	3.0
ENSDARG00000087100	ntng2b											2.0	3.0	4.0	5.0	6.0	22.0	21.0	22.0
ENSDARG00000087102	si:ch1073-164k15.3					0.7	12.0	6.0	6.0	8.0	3.0	2.0							
ENSDARG00000087107	si:ch73-222h13.1									0.5	0.6	1.0	1.0	0.9	0.3	0.6		0.4	0.4
ENSDARG00000087110	akna	1.0	3.0	13.0	14.0	8.0	2.0	1.0	1.0	2.0	2.0	4.0	4.0	5.0	5.0	6.0	3.0	3.0	3.0
ENSDARG00000087120	slc5a8						0.4	0.4			0.4	0.7	2.0	2.0	1.0	3.0	2.0	1.0	2.0
ENSDARG00000087131	ifnlr1	14.0	9.0	33.0	48.0	20.0	21.0	15.0	9.0	4.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	4.0	3.0
ENSDARG00000087133	ENSDARG00000087133	2.0	4.0	9.0	8.0	3.0	0.4								0.3	0.4	1.0	2.0	1.0
ENSDARG00000087143	serpina7																	4.0	4.0
ENSDARG00000087144	fam183a									1.0	5.0	7.0	5.0	5.0	1.0	2.0		1.0	
ENSDARG00000087145	si:ch1073-296d18.1	30.0	37.0	44.0	42.0	26.0	14.0	7.0	9.0	13.0	10.0	11.0	8.0	7.0	8.0	5.0	9.0	10.0	9.0
ENSDARG00000087152	sowahd	0.5	0.9	2.0	4.0	1.0	1.0	0.5	0.5	0.5	0.5	0.9	1.0	1.0	2.0	1.0	2.0	4.0	3.0
ENSDARG00000087162	tmem102	39.0	54.0	114.0	124.0	94.0	24.0	5.0	5.0	10.0	9.0	9.0	7.0	7.0	5.0	5.0	8.0	8.0	7.0
ENSDARG00000087164	crygm2d4													22.0	89.0	360.0	808.0	686.0	830.0
ENSDARG00000087165	si:dkeyp-69c1.7														0.9	4.0	4.0	7.0	10.0
ENSDARG00000087166	figla	22.0	28.0	26.0	17.0	7.0	2.0												
ENSDARG00000087168	si:ch211-162i8.4				0.5	2.0		2.0	1.0		1.0		1.0	0.7	0.6		0.6		
ENSDARG00000087176	rskra												0.6	0.6	1.0	0.8	2.0	3.0	5.0
ENSDARG00000087178	scpp9																10.0	0.9	30.0
ENSDARG00000087180	ubxn2a	11.0	18.0	35.0	42.0	17.0	4.0	2.0		2.0	2.0	2.0	3.0	3.0	2.0	2.0	4.0	8.0	10.0
ENSDARG00000087181	cbx7b	4.0	6.0	13.0	14.0	4.0	0.6								0.4			1.0	2.0
ENSDARG00000087185	ENSDARG00000087185	12.0	11.0	51.0	67.0	22.0	14.0	18.0	12.0	5.0	5.0	4.0	4.0	4.0	7.0	9.0	6.0	5.0	7.0
ENSDARG00000087186	si:ch211-232b12.5	1.0	4.0	13.0	11.0	2.0	2.0	1.0	2.0	4.0	4.0	5.0	4.0	3.0	6.0	6.0	7.0	5.0	6.0
ENSDARG00000087187	grip2a	64.0	72.0	46.0	36.0	20.0	5.0	3.0	3.0	5.0	5.0	5.0	3.0	2.0	2.0	2.0	4.0	5.0	4.0
ENSDARG00000087188	nfil3-6		0.4	0.3	0.2	2.0	0.9	0.7		1.0	0.3	2.0	5.0	1.0	0.8	3.0	20.0	20.0	37.0
