Gene_ID	Gene_Name	zygote	cleavage_2-cell	blastula_128-cell	blastula_1k-cell	blastula_dome	gastrula_50%-epiboly	gastrula_shield	gastrula_75%-epiboly	segmentation_1-4_somites	segmentation_14-19_somites	segmentation_20-25_somites	pharyngula_prim-5	pharyngula_prim-15	pharyngula_prim-25	hatching_long-pec	larval_protruding_mouth	larval_day_4	larval_day_5
ENSDARG00000057863	dnmt3bb.3	19	26	44	38	15	11	11	12	17	11	11	8	6	7	2	2	2	1
ENSDARG00000057867	lasp1	27	50	130	131	31	18	28	45	72	85	107	132	145	108	124	134	118	107
ENSDARG00000057869	cdc42l2	1	1	0.6	2	0.6			0.5	2	2	2	2	1	2	2	2	3	3
ENSDARG00000057879	p3h3	0.3	3	0.4	0.2	0.7	3	7	12	18	16	18	21	21	13	15	12	7	4
ENSDARG00000057881	si:dkey-33c12.3		1	3		3	9	6	9	3	5	7	0.9	0.8	3	7	41	61	59
ENSDARG00000057882	arpc3	2	12	46	56	24	51	51	70	162	195	208	225	244	236	240	246	195	110
ENSDARG00000057884	zgc:114174	2	2	7	3	2	0.6	1	1	6	7	5	5	4	4	5	3	4	3
ENSDARG00000057886	BX901922.1						4	1	1										
ENSDARG00000057887	nts																3	2	3
ENSDARG00000057890	si:dkey-33c12.4	295	332	228	235	248	300	226	195	83	69	64	42	32	37	28	23	24	25
ENSDARG00000057899	zgc:114081	19	28	18	21	17	11	8	6	6	10	10	5	4	6	2	2	2	1
ENSDARG00000057903	si:ch211-266g18.10	10	10	7	3	1	0.1	0.3			0.2	4	13	34	38	45	47	51	52
ENSDARG00000057907	si:ch73-181d5.4	2	2	21	23	14	10	10	12	11	9	10	8	8	9	7	5	6	6
ENSDARG00000057910	mrps34	6	18	125	124	76	55	56	55	82	97	96	80	58	87	58	67	50	32
ENSDARG00000057911	zgc:86709	0.7								9	23	67	81	127	42	99	111	66	41
ENSDARG00000057912	eif1axb	44	60	104	145	124	156	156	185	244	243	246	211	172	191	137	134	123	104
ENSDARG00000057913	syt11a	4	5	3	10	3	0.9	0.2	0.3	0.8	3	7	11	15	22	22	52	56	55
ENSDARG00000057918	tsc1b	7	11	68	77	67	21	9	11	14	14	17	16	12	15	14	13	18	24
ENSDARG00000057921	ccdc136b			0.4	0.4								0.1	0.9	0.9	2	9	9	10
ENSDARG00000057927	rps6ka3b	4	6	7	14	9	3	1	0.5	2	3	3	2	3	3	4	5	6	5
ENSDARG00000057928	mzt2b	39	75	57	87	70	63	38	20	26	24	23	20	19	22	19	13	15	16
ENSDARG00000057929	naf1	29	90	82	68	29	36	43	61	66	65	61	32	17	22	13	11	11	9
ENSDARG00000057936	lhx5					5	48	107	73	18	14	17	17	23	47	70	27	22	24
ENSDARG00000057939	ythdf3	5	9	102	122	45	9	8	13	13	12	13	11	12	11	13	13	15	14
ENSDARG00000057940	dido1	21	24	49	47	48	68	64	58	45	32	31	28	24	28	21	18	20	19
ENSDARG00000057942	glt8d2												0.8	2	1	2	1	1	0.6
ENSDARG00000057949	slc43a3b					7	36	34	17	5	3	5	6	4	3	6	11	18	17
ENSDARG00000057973	dph1	30	41	86	98	51	12	4	2	18	20	22	19	13	11	8	11	9	11
ENSDARG00000057974	parp12b	4	4	22	24	20	12	16	18	20	16	16	12	13	12	14	11	14	12
ENSDARG00000057975	plcd4a					2	3	1	1	0.9	1	2	2	3	4	2	2	2	2
ENSDARG00000057983	svopl	39	35	40	40	32	143	116	48	21	18	20	27	19	10	16	11	10	9
ENSDARG00000057984	eps8l1a								2	20	18	20	17	17	12	13	13	14	14
ENSDARG00000057986	ints8	48	53	31	32	6	3	6	12	28	26	27	26	20	24	17	12	12	10
ENSDARG00000057987	uba3	23	27	119	166	94	23	12	13	42	33	35	32	28	35	31	27	22	21
ENSDARG00000057992	fstb											5	12	8	3	6	11	14	16
ENSDARG00000057995	arl15b	8	17	27	34	29	10	6	6	12	10	13	13	16	17	20	21	22	20
ENSDARG00000057997	tmf1	24	29	69	67	62	20	12	14	17	15	17	15	14	16	15	16	17	17
ENSDARG00000058000	cep350	24	27	59	70	44	26	26	20	16	12	13	11	11	12	10	10	10	9
ENSDARG00000058003	wfdc1									0.3	2	8	18	25	34	26	36	34	28
ENSDARG00000058004	six2a			0.5	0.6	0.5				7	6	6	11	14	19	23	21	22	21
ENSDARG00000058005	hgd											0.6	1	5	7	10	33	61	105
ENSDARG00000058008	six3a		0.7	2	3	0.5	0.9	5	6	16	26	20	14	14	24	28	33	30	30
ENSDARG00000058011	arxa				0.7					4	18	26	28	22	26	20	15	14	13
ENSDARG00000058015	ano3	0.8	3	12	11	9	2	0.7				0.1	0.1	0.4	0.2	0.3	1	2	3
ENSDARG00000058020	fbxw9	2	2	8	9	5	1	0.8		2	2	3	2	2	4	3	4	6	5
ENSDARG00000058022	ormdl2	77	81	59	44	35	16	4	8	20	28	26	25	22	25	21	21	23	23
ENSDARG00000058030	hspa14	12	17	102	107	110	122	138	110	137	103	95	70	43	42	29	29	22	19
ENSDARG00000058032	tpk2				1			0.5	0.7	9	6	11	18	13	7	9	13	18	17
ENSDARG00000058038	eml3	12	17	9	5	4	1	1	1	3	2	2	4	3	2	3	4	7	7
ENSDARG00000058039	bhlhe22									4	9	11	12	19	37	44	38	31	30
ENSDARG00000058041	ndufa8	141	120	70	70	44	59	80	98	106	108	126	128	139	155	152	211	189	137
ENSDARG00000058042	kitlgb					2					2	2	2	3	2	2	1	1	1
ENSDARG00000058044	rab1ba	102	97	97	101	102	61	28	46	53	46	67	77	73	69	81	100	94	77
ENSDARG00000058045	tlr21																	0.6	0.7
ENSDARG00000058047	pafah1b3	3	5	38	63	69	50	44	42	62	60	60	58	58	53	47	47	43	36
ENSDARG00000058048	ugt5e1									0.4	0.7	0.4	1	1	2	2	5	6	5
ENSDARG00000058050	smyd3	4	6	32	36	26	14	5	0.7	6	6	9	5	3	2	2	3	3	5
ENSDARG00000058053	serping1		0.3	1	1	1	0.8	0.9	0.9	1	2	2	15	10	3	12	9	15	10
ENSDARG00000058058	igf3						8	16	9	2			1						
ENSDARG00000058062	magt1	4	7	33	36	30	20	18	20	49	44	47	45	40	37	34	37	38	30
ENSDARG00000058068	tnfsf10l4	76	61	37	41	6		1			0.6	0.7	1	1	2	1	2	3	3
ENSDARG00000058076	snf8	7	12	48	59	38	23	26	29	38	29	29	27	23	23	19	17	19	17
ENSDARG00000058079	txndc17	4	5	27	39	43	42	35	31	45	53	68	72	57	42	38	37	33	23
ENSDARG00000058082	birc7					1	1	1	0.9			0.7	1	3	2	8	20	17	23
ENSDARG00000058088	aifm1	107	134	97	77	43	39	33	29	34	36	40	47	44	47	32	40	40	32
ENSDARG00000058089	rprd2a	35	42	54	55	39	56	69	75	45	36	38	34	28	34	20	16	15	13
ENSDARG00000058090	cfap57										0.3	1	2	1	0.7	1	0.8	0.5	0.6
ENSDARG00000058094	ciarta	52	85	162	167	73	10	4	2	42	40	34	54	28	39	37	69	58	66
ENSDARG00000058100	b3gnt3.4					0.6		1	1	1	1	3	5	4	3	4	6	8	8
ENSDARG00000058102	sardh	52	45	25	24	12	8	6	4	2	0.8	4	36	39	11	24	20	17	14
ENSDARG00000058103	glra4b										0.4						4	4	5
ENSDARG00000058105	rpl36a	158	203	55	93	114	384	363	548	1306	2042	1722	1606	1619	1687	1546	1183	1216	1366
ENSDARG00000058108	eps8l2	2	3	9	8	6	5	2	2	0.9	0.2	1	2	2	1	2	7	11	12
ENSDARG00000058114	impad1	2	6	39	45	32	9	9	14	27	35	36	33	28	25	23	24	21	16
ENSDARG00000058115	fgfr2				0.1	0.2	4	6	10	44	48	61	71	70	73	63	64	57	58
ENSDARG00000058117	snap25b					0.6					0.5	2	6	12	16	44	226	215	218
ENSDARG00000058120	si:dkey-27p18.2																	0.8	
ENSDARG00000058127	hcfc2	29	31	57	42	61	90	94	70	30	23	21	16	11	13	8	4	5	3
ENSDARG00000058128	msna	281	287	189	183	181	218	221	204	153	171	195	203	205	204	129	110	94	69
ENSDARG00000058133	foxd2					0.4	2	2	2	17	15	19	22	21	22	19	17	18	14
ENSDARG00000058140	ttc25			0.5		0.5	0.5	0.5	0.5	3	5	4	5	3	2	3	1	2	0.5
ENSDARG00000058145	atp7b	2	0.8		0.1									0.1	0.1	0.5	1	2	1
ENSDARG00000058147	dnajc5b															1	2	2	1
ENSDARG00000058148	dnajc7	28	40	125	138	118	88	53	48	67	66	70	61	51	58	51	53	48	42
ENSDARG00000058154	znf385c	6	11	21	22	9	2	0.4	0.2	0.2	1	2	3	5	10	16	32	22	23
ENSDARG00000058158	trim55b	5	3	2	3	4	2	0.4	0.8		0.7	4	8	11	12	10	12	11	15
ENSDARG00000058159	ipo8	4	13	20	17	11	5	8	13	17	14	18	16	16	28	24	18	20	15
ENSDARG00000058160	tnfaip2b			1	1	0.4		2	5	4	3	3	7	2	2	2	0.9	1	1
ENSDARG00000058162	pcyt1ba	3	4	7	8	5	0.6			0.6	0.9	2	3	3	7	6	6	6	5
ENSDARG00000058165	htr2ab																0.5		1
ENSDARG00000058178	zdhhc20b	17	20	39	40	22	10	10	13	21	18	18	13	13	12	11	10	10	10
ENSDARG00000058179	ackr3b				3	65	36	44	89	79	89	99	75	67	66	67	52	45	37
ENSDARG00000058180	exoc3l4	3	7	22	29	18	3	0.7				0.3	0.7	0.3	0.3	0.6	2	3	3
ENSDARG00000058200	plcxd2					0.8											3	4	4
ENSDARG00000058202	pex16	37	51	53	58	56	48	31	9	10	11	10	10	11	8	6	10	14	12
ENSDARG00000058203	smc1al	138	161	139	127	112	148	199	211	157	125	138	135	111	112	78	49	50	44
ENSDARG00000058206	si:ch211-153b23.5						0.4	0.9	3	59	23	13	11	8	10	22	38	30	16
ENSDARG00000058207	abi2a	37	74	54	44	69	66	50	48	41	34	30	24	15	17	12	14	17	16
ENSDARG00000058208	slc25a26	33	28	27	24	22	19	8	3	12	20	19	23	20	16	14	15	16	16
ENSDARG00000058212	ndnl2	36	38	62	71	54	39	40	44	33	28	24	22	19	19	15	11	10	8
ENSDARG00000058218	fam151a									0.3	0.2				0.3	0.3	1	5	6
ENSDARG00000058219	tubd1	1	2	7	5	3	1	2	3	4	4	3	3	2	3	1	1	2	1
ENSDARG00000058220	tada3l	9	10	24	26	22	21	32	38	48	43	40	39	33	41	35	27	22	22
ENSDARG00000058221	ugcg	37	49	70	72	28	26	14	14	13	9	11	11	11	12	13	15	14	9
ENSDARG00000058222	mpp4a												0.1	0.5	0.3	0.7	8	12	13
ENSDARG00000058225	arpc4l	5	5	14	12	13	11	10	15	23	36	33	18	15	17	27	24	14	10
ENSDARG00000058226	ak3	0.8	2	1	1	82	416	427	374	141	71	61	47	33	21	22	36	47	29
ENSDARG00000058229	acot11a	2	4	5	5	3	0.7			0.6	2	2	2	1	1	3	4	5	6
ENSDARG00000058230	rps6kb1b	74	79	180	202	224	182	169	157	127	102	100	83	72	76	56	52	47	47
ENSDARG00000058231	nt5c2b					1	15	26	43	17	11	16	21	24	28	25	34	36	35
ENSDARG00000058232	fbrsl1	0.3	2	6	6	1	0.4	0.6	0.8	16	26	26	28	29	47	44	38	33	32
ENSDARG00000058237	ssbp3a	51	46	53	51	42	21	8	2	11	10	13	11	9	7	7	8	8	7
ENSDARG00000058243	phactr3a	4	3	0.8	0.8	0.6	16	21	28	9	5	4	3	4	7	16	22	15	15
ENSDARG00000058244	il17ra1a	1	0.8	1	2	1	0.9	2	2	3	3	2	2	3	1	2	3	4	3
ENSDARG00000058246	cysltr1									0.6	1	1	0.4	0.5	0.6	0.5		2	1
ENSDARG00000058248	si:dkeyp-77h1.4	0.6	0.6	1	2	1	0.7				0.3	0.3	0.3	1	2	2	4	6	5
ENSDARG00000058252	adamts15b																0.9	1	1
ENSDARG00000058254	si:ch211-213d14.1	0.9	1	4	4	1											0.5		
ENSDARG00000058256	draxin							0.1	0.4	14	11	12	9	9	10	7	4	4	4
ENSDARG00000058257	slc39a1	52	45	43	33	32	76	120	123	11	4	6	7	7	4	6	7	9	8
ENSDARG00000058259	celsr1b		0.2	1	1	0.6	0.1	0.5	2	6	5	8	9	9	14	6	2	4	3
ENSDARG00000058260	cip2a	36	35	31	17	7	15	25	32	19	15	14	14	13	11	7	4	4	3
ENSDARG00000058267	glmna	2	6	22	23	26	19	9	6	18	16	18	13	10	11	9	8	7	6
ENSDARG00000058270	si:ch211-114l13.7				0.1	2	3	6	19	25	19	25	23	20	12	12	11	11	8
ENSDARG00000058280	si:dkey-208b23.5				0.1	0.3	1	2	2	0.8	0.5	0.7	0.5	0.6	0.4	0.3		0.2	0.1
ENSDARG00000058284	CT990561.1		1	0.4			0.3		0.3		0.3	0.3	1	1	2	2	2	2	2
ENSDARG00000058285	cpt1b												1	2	5	7	20	18	15
ENSDARG00000058287	gpalpp1	10	17	51	45	52	57	67	55	45	44	41	35	30	33	25	27	23	21
ENSDARG00000058292	sephs1	185	163	123	115	150	206	258	242	166	146	131	116	87	84	55	39	27	15
ENSDARG00000058297	timm13	161	209	167	166	182	130	94	62	134	131	136	112	89	98	75	89	65	38
ENSDARG00000058302	sh3bgrl					1	6	12	22	37	38	51	48	43	39	32	38	37	30
ENSDARG00000058306	prpf18	51	40	94	101	53	54	68	61	48	44	40	29	29	28	26	27	24	22
ENSDARG00000058318	c1qtnf9											1	5	7	3	5	6	6	5
ENSDARG00000058319	cep76	1	3	5	4	2	1	3	4	4	4	4	3	3	3	3	3	2	2
ENSDARG00000058322	enc3	7	13	27	22	8	5	6	9	27	23	20	15	20	29	23	15	16	18
ENSDARG00000058323	tmbim1a	41	46	67	67	52	50	31	10	8	7	11	10	8	7	8	12	15	12
ENSDARG00000058325	casp8	33	29	48	58	36	12	6	4	19	5	7	6	7	6	5	6	8	5
ENSDARG00000058327	neu3.3									0.3		0.3		0.3			1	18	13
ENSDARG00000058328	lsm7	30	46	61	78	80	141	135	207	266	238	224	163	159	193	126	97	81	59
ENSDARG00000058329	btr21				0.4														
ENSDARG00000058332	krt18a.2															0.5	9	21	15
ENSDARG00000058336	slc25a22b																0.6	1	0.7
ENSDARG00000058341	ENSDARG00000058341	0.8	1	2	4	1	0.5	0.7	0.6	1	1	0.6	0.4		0.3			0.3	
ENSDARG00000058342	grhl2a	16	17	19	11	6	69	43	17	7	6	7	8	6	8	7	7	9	8
ENSDARG00000058345	si:dkey-5i3.5	14	19	18	25	4	1	0.8	2	4	5	6	5	8	9	6	9	8	6
ENSDARG00000058346	sass6	83	158	96	82	31	20	18	17	15	10	11	10	7	8	4	2	2	2
ENSDARG00000058348	scinlb	3	3	3	2	2	18	43	54	28	9	16	27	23	16	22	25	31	24
ENSDARG00000058349	polr2l	132	111	69	90	94	167	161	171	147	185	124	105	92	94	84	74	54	38
ENSDARG00000058351	tapbpl						0.1				0.4	0.5	0.1		0.4	0.1	0.1		0.6
ENSDARG00000058352	acot9.1	26	36	40	39	24	8	2	3	10	9	14	11	10	13	11	11	12	10
ENSDARG00000058354	selenot1a	94	110	165	141	125	110	84	90	54	59	62	60	55	62	66	90	75	59
ENSDARG00000058357	ankrd33ba									1	0.4		0.4	0.6		1	8	9	10
ENSDARG00000058358	krt8	6	6	6	3	255	1650	2584	3144	1854	837	895	917	835	453	600	518	524	599
ENSDARG00000058365	hspb8						0.2		1	15	20	48	81	62	42	26	23	20	14
ENSDARG00000058366	si:dkey-222f8.3	72	78	67	63	66	87	87	82	33	23	29	31	28	19	22	25	26	23
ENSDARG00000058367	abhd14a	10	14	33	37	34	23	12	7	8	5	6	4	5	7	6	8	9	8
ENSDARG00000058369	mex3b	2	4	17	10	260	307	218	194	110	129	149	121	136	168	102	46	39	40
ENSDARG00000058370	ropn1l		0.7	2	0.8	0.6	0.7	0.8	0.8	4	4	6	2	2	2	2	2	1	2
ENSDARG00000058371	krt5	1	2	2	2	50	857	1349	1953	2359	2252	2302	2155	1055	671	1417	1823	1436	1717
ENSDARG00000058372	mcph1	7	19	53	39	13	7	8	13	12	9	8	6	5	3	2	1	0.8	0.4
ENSDARG00000058379	otpb	8	5	2	0.3	7	2	1		7	8	11	21	41	78	88	35	23	22
ENSDARG00000058381	zgc:171775				0.1	0.2		0.3	0.5	15	29	33	47	46	21	31	27	23	19
ENSDARG00000058389	ccl19a.1	0.8						0.8		3	3	0.7			0.9	1	2	4	5
ENSDARG00000058390	acot9.2				0.4	0.4	0.5	0.8	0.9	4	4	5	6	8	10	5	5	4	3
ENSDARG00000058392	adcy2a						0.1	0.8	1	0.1		0.3	0.1	0.2	0.4	0.5	3	3	4
ENSDARG00000058394	tagln3b								4	15	11	14	18	13	10	10	21	14	12
ENSDARG00000058410	CR956623.1				0.5												2	3	2
ENSDARG00000058413	rnaset2l											0.7	0.7			0.8	0.8		2
ENSDARG00000058416	si:dkey-11m19.5										0.1	0.1	0.1						
ENSDARG00000058419	gcn1	9	11	22	22	17	24	26	35	67	49	53	52	36	36	26	23	28	36
ENSDARG00000058421	lgi1b					0.2	0.7	0.2	0.4	0.7	1	2	4	8	18	25	10	9	11
ENSDARG00000058425	rab35b	35	49	190	251	203	77	48	35	29	25	23	22	21	22	20	22	18	18
ENSDARG00000058444	snx6	1	1	3	4	3	1	0.8	2	5	6	7	5	5	5	6	6	5	5
ENSDARG00000058445	zgc:136472	3	6	9	8	4	0.5	2	2	1						0.6	12	21	24
ENSDARG00000058448	zrsr2	12	15	14	17	14	15	18	21	18	13	12	8	7	9	5	4	5	5
ENSDARG00000058451	rpl6	309	405	225	276	371	610	861	1216	2292	3125	3258	3135	2977	2618	2452	1963	2039	2383
ENSDARG00000058452	abhd17c	175	132	196	189	158	69	47	49	62	57	52	42	37	39	29	28	20	18
ENSDARG00000058454	dynll1	38	68	47	65	756	2136	2450	1185	406	519	396	415	419	356	365	276	225	155
ENSDARG00000058459	plekhg2	7	8	24	28	5	0.9	0.6	2	3	3	3	5	5	6	6	6	7	5
ENSDARG00000058460	cacng3a																	0.9	
ENSDARG00000058461	ice1	7	20	89	86	16	20	21	24	19	12	14	9	7	10	7	6	6	6
ENSDARG00000058462	zgc:158846	0.4		0.4	1	0.9	0.4				0.4	0.9	1	5	2	2	162	434	491
ENSDARG00000058463	ndufab1a	28	55	98	104	113	151	118	132	165	175	163	126	124	138	108	147	147	87
ENSDARG00000058464	rasd3								1	2	1		1	0.9	2	2	3	2	2
ENSDARG00000058467	prpf40a	225	212	241	189	192	206	192	154	171	149	142	115	92	102	69	46	39	37
ENSDARG00000058470	mapk13	8	7	7	13	13	9	10	2	7	6	7	8	7	6	5	8	9	9
ENSDARG00000058471	plk1	1501	1116	815	729	346	274	407	342	235	197	193	180	151	138	82	38	33	20
ENSDARG00000058473	st6galnac3				0.4					3	2	3	2	2	3	2	3	2	3
ENSDARG00000058475	ern2		0.3	3	2	3	0.8	0.2	1		0.2	0.2	1	1	0.8	1	2	4	4
ENSDARG00000058476	stc1l													3	1	6	7	10	14
ENSDARG00000058479	zgc:110425					9	26	24	21	15	15	14	4	1	2	0.7	1	2	
ENSDARG00000058480	chtf18	6	11	57	60	51	40	41	29	29	26	24	25	18	15	8	4	5	4
ENSDARG00000058486	caps2			0.8		0.4				0.4	0.4	0.7	0.3		0.5		0.5	0.9	0.9
ENSDARG00000058488	adora2ab					0.3	3	10	23	7	2	2	1	0.7	0.4	0.8	1	2	2
ENSDARG00000058492	si:dkey-30c15.17															2	2	4	3
ENSDARG00000058494	dnaja3a	19	31	116	143	56	12	10	20	29	25	27	16	14	22	16	21	25	31
ENSDARG00000058498	slc9a3.1											0.2	0.7	0.9	0.6	0.6	1	2	2
ENSDARG00000058502	olah	3	5	9	8	2	0.6	1	2	2	2	2	3	3	3	4	5	9	9
ENSDARG00000058503	flt3			0.3	0.1		0.4			0.3									
ENSDARG00000058504	ap1s2	108	98	69	111	95	54	37	42	96	136	146	120	126	128	97	63	49	45
ENSDARG00000058508	cfap70	0.9	1	2	2	1	0.4	0.6	0.3	0.3	0.7	0.2	0.2		0.3	0.2	0.5	0.4	0.3
ENSDARG00000058522	shq1	37	29	38	31	11	3	3	4	4	4	3	3	2	2	1	3	3	4
ENSDARG00000058528	cnot10	34	43	64	56	25	18	26	25	16	14	15	14	14	14	15	11	12	13
ENSDARG00000058532	pimr209									1	1								
ENSDARG00000058533	pole	18	21	17	15	9	10	12	15	25	23	26	25	20	18	7	5	6	5
ENSDARG00000058538	alcamb	0.2	0.3	0.2	0.1	36	360	585	858	745	333	262	199	120	101	75	57	40	34
ENSDARG00000058543	lama5					0.1	1	2	1	20	26	30	32	26	16	17	18	19	16
ENSDARG00000058546	si:dkey-30c15.12	0.4						0.5	0.4										
ENSDARG00000058547	si:ch73-160i9.3														0.9				
ENSDARG00000058548	bves					0.4				0.8	2	9	27	36	27	22	26	23	17
ENSDARG00000058551	popdc3									0.3		0.3	2	5	6	6	5	6	4
ENSDARG00000058553	sprb											0.6	16	28	23	14	3	0.7	1
ENSDARG00000058556	muc5.2													0.2	0.3	0.8	2	1	0.7
ENSDARG00000058557	il11b							0.3											
ENSDARG00000058558	lzts3b												0.4	0.5	2	2	4	5	6
ENSDARG00000058560	adrm1	3	9	41	35	48	78	137	175	142	153	177	168	145	183	125	96	80	68
ENSDARG00000058561	fbxo30a	15	26	40	35	15	3	2	3	6	5	7	7	5	5	5	4	4	4
ENSDARG00000058562	znf991	6	9	35	37	15	13	13	14	9	9	6	5	5	5	5	4	5	3
ENSDARG00000058563	ubox5	2	3	15	13	9	5	7	10	10	8	8	9	7	8	8	9	8	10
ENSDARG00000058565	socs6a		1	11	12	4	5	6	8	5	3	5	4	4	6	5	4	5	5
ENSDARG00000058566	si:dkey-253d23.5	4	7	10	11	7	8	6	9	6	6	5	3	3	3	4	3	4	2
ENSDARG00000058567	avp																2	3	4
ENSDARG00000058570	ccl27a																	2	
ENSDARG00000058571	pdp2	12	20	34	35	16	7	9	9	9	6	7	5	5	6	4	4	2	2
ENSDARG00000058574	abcg2c	0.3	0.9	7	9	6	6	7	5	11	12	12	12	12	12	11	9	8	5
ENSDARG00000058578	ccdc106b	54	21	78	73	74	20	7	2	2	2	2	1	1	0.5	1	0.8	0.5	0.6
ENSDARG00000058579	si:ch211-274f20.2									0.4			2	2	0.4	2	3	5	2
ENSDARG00000058585	chst2b					0.3		0.3		3	2	2	1	1	2	3	7	7	8
ENSDARG00000058587	terb1		0.2	0.8	1	1	0.3	0.3		0.1									
ENSDARG00000058593	sri	2	9	35	31	29	35	25	23	25	28	45	63	91	70	84	95	90	53
ENSDARG00000058597	nt5c3a	3	9	12	10	29	28	12	7	39	49	94	194	176	124	119	82	46	41
ENSDARG00000058598	sox18				0.6					0.5	2	7	9	16	21	20	7	7	10
ENSDARG00000058601	gdap1										0.5	2	4	4	7	9	19	19	21
ENSDARG00000058603	jph1a										0.2	0.6	3	7	8	10	11	15	20
ENSDARG00000058605	vsig10	13	13	88	103	47	38	61	64	27	15	13	12	9	6	8	11	12	9
ENSDARG00000058606	sik1					0.3	3	3	3	4	6	10	11	8	9	28	32	44	63
ENSDARG00000058608	wsb2	6	8	26	28	13	3	2	1	2	0.9	0.6	1	0.8	0.9	2	4	6	5
ENSDARG00000058630	zgc:162472	41	51	56	48	20	6	5	7	10	9	10	9	8	11	9	7	9	8
ENSDARG00000058631	CABZ01030107.1													1	3	2	5	8	6
ENSDARG00000058638	si:ch211-71m22.1	4	7	19	19	9	4	3	2	2	1	1	2	2	1	3	20	27	13
ENSDARG00000058644	dnajb2	6	8	5	5	4	2	1	2	3	6	7	5	4	6	5	4	5	5
ENSDARG00000058646	ptprna									3	22	32	31	40	39	18	34	39	41
ENSDARG00000058647	hck					0.4	0.3	0.3	0.5	0.5	0.3	0.9	0.9	1	0.9	0.6	0.8	2	2
ENSDARG00000058649	trim46b											0.5	0.6	2	3	7	11	10	11
ENSDARG00000058650	dpm3	16	25	10	14	15	23	40	48	60	50	47	32	31	31	23	34	28	17
ENSDARG00000058656	desma		0.4			0.5	0.9	1		28	101	244	592	673	444	361	210	217	207
ENSDARG00000058658	si:dkey-178e17.3									2	5	12	9	6	2	2	5	6	4
ENSDARG00000058660	ilf3a	193	182	167	149	162	172	157	117	119	100	99	77	59	61	49	35	33	30
ENSDARG00000058663	pimr94					0.3					0.4	0.3							
ENSDARG00000058666	dennd2da	3	0.5	0.7			0.7	4	10	15	22	21	17	14	12	10	12	13	12
ENSDARG00000058672	nuggc.3																	0.3	0.3
ENSDARG00000058678	aqp10b					0.5	0.5					1						4	5
ENSDARG00000058679	zgc:114104	20	27	50	45	27	12	7	13	7	5	7	3	5	3	4	3	5	4
ENSDARG00000058690	cgnb	24	42	61	58	25	17	27	25	6	4	6	7	7	5	5	4	6	6
ENSDARG00000058692	fzd3b	1	3	11	12	6	2	2	2	2	2	2	2	2	3	3	5	5	5
ENSDARG00000058693	cast	11	22	111	113	113	68	63	117	140	108	118	128	120	95	99	110	141	142
ENSDARG00000058695	ddr2b														0.2	1	8	7	7
ENSDARG00000058696	tbl1xr1a	0.8	2	5	3	5	27	48	58	39	39	36	34	32	35	28	23	21	22
ENSDARG00000058699	tmeff2b									0.4	2	3	4	5	5	9	16	16	13
ENSDARG00000058700	si:dkey-73p2.2																	0.6	
ENSDARG00000058701	nos1apb												0.4	0.8	0.6	1	2	4	4
ENSDARG00000058702	vax2			0.9							0.7	0.7	2	2	3	0.8	1		0.8
ENSDARG00000058710	terf1	51	49	173	183	55	23	28	28	24	24	24	21	16	13	7	5	5	5
ENSDARG00000058716	cept1a	7	9	15	16	10	3	1	1	1	2	1	0.9	0.8	1	1	0.8	0.5	2
ENSDARG00000058719	si:dkey-119f1.1	18	27	42	42	12	2	1	2	7	8	6	6	4	5	2	2	2	3
ENSDARG00000058725	rfesd										6	19	12	12	5	8	4	3	2
ENSDARG00000058728	nudt2	93	87	86	87	74	52	30	15	24	32	30	17	18	22	14	17	17	12
ENSDARG00000058729	akirin2	449	444	314	298	236	243	266	239	156	155	147	108	91	98	77	50	43	34
ENSDARG00000058730	rdh10a	7	9	18	17	26	65	69	90	53	75	75	71	55	56	49	51	45	37
ENSDARG00000058731	slc2a6										0.2	0.5	0.7	0.3	0.5	0.3	0.2	2	1
ENSDARG00000058732	scgn										0.4	1	1	4	3	3	4	6	5
ENSDARG00000058733	ihha							1	3	1		0.5	2	1	0.6	2	6	7	7
ENSDARG00000058734	prdx1	25	25	65	100	102	79	28	9	28	21	25	44	106	86	56	48	48	27
ENSDARG00000058736	gabra6b																1	2	2
ENSDARG00000058738	si:ch211-117c9.2											0.7	0.8	2	0.8	2	2	1	2
ENSDARG00000058740	ube2r2	3	10	51	49	39	20	13	14	9	5	6	8	8	6	8	11	13	12
ENSDARG00000058746	ubap1	19	25	59	65	45	21	16	15	14	14	14	11	12	12	12	14	13	11
ENSDARG00000058753	si:ch73-213k20.5			0.4	0.1	0.4	0.3	0.4	0.7	0.2	0.8		0.3	0.3		0.1	0.2	0.8	0.5
ENSDARG00000058759	ENSDARG00000058759																	0.7	0.8
ENSDARG00000058771	nav1b	1	2	11	11	4	0.8	0.2				0.4	1	1	2	3	5	8	7
ENSDARG00000058775	2-Oct								3	20	10	10	10	4	5	3	3	4	2
ENSDARG00000058780	slc9a2	6	5	29	29	29	46	54	39	7	2	4	6	5	4	3	4	5	5
ENSDARG00000058782	si:ch73-242m19.1									0.3	0.4	0.5	0.4	0.3	0.4	0.5	0.1	0.3	0.4
ENSDARG00000058794	si:dkey-19a16.2		1	3	4	2	3	2	3	0.8	1	2	2	1	3	3	4	4	5
ENSDARG00000058799	mybpha					0.3		0.3				0.5	0.8	2	4	2	33	46	34
ENSDARG00000058800	rab25a		0.5	0.5		3	40	48	41	19	15	18	17	21	16	15	9	8	6
